Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
1304,Daily life experience feel angry irritated annoyed,Q04,In your daily life how often do you experience the following,Feel angry irritated annoyed,Rarely or never;Hardly ever;Sometimes;Often;Very often,DD798,Mother,DES,Anger,DES05,Emotion,DifferentialEmotionalScale,Q46months,Ch06M,DD,Mother,"",""
1305,Daily life experience feel mad,Q04,In your daily life how often do you experience the following,Feel mad at somebody,Rarely or never;Hardly ever;Sometimes;Often;Very often,DD799,Mother,DES,Anger,DES06,Emotion,DifferentialEmotionalScale,Q46months,Ch06M,DD,Mother,"",""
1306,Agree disagree statements life close ideal,Q04,Do you agree or disagree with the following statements,In most ways my life is close to my ideal,Strongly disagree;Disagree;Slightly disagree;Neither agree nor disagree;Slightly agree;Agree;Strongly agree,DD800,Mother,SWLS,"",SWLS01,Life satisfaction,TheSatisfactionWithLifeScale,Q46months,Ch06M,DD,Mother,"",""
1307,Agree disagree statements conditions life excellent,Q04,Do you agree or disagree with the following statements,The conditions of my life are excellent,Strongly disagree;Disagree;Slightly disagree;Neither agree nor disagree;Slightly agree;Agree;Strongly agree,DD801,Mother,SWLS,"",SWLS02,Life satisfaction,TheSatisfactionWithLifeScale,Q46months,Ch06M,DD,Mother,"",""
1308,Agree disagree statements satisfied life,Q04,Do you agree or disagree with the following statements,I am satisfied with my life,Strongly disagree;Disagree;Slightly disagree;Neither agree nor disagree;Slightly agree;Agree;Strongly agree,DD802,Mother,SWLS,"",SWLS03,Life satisfaction,TheSatisfactionWithLifeScale,Q46months,Ch06M,DD,Mother,"",""
1309,Agree disagree statements life,Q04,Do you agree or disagree with the following statements,So far i have gotten the important things i want in life,Strongly disagree;Disagree;Slightly disagree;Neither agree nor disagree;Slightly agree;Agree;Strongly agree,DD803,Mother,SWLS,"",SWLS04,Life satisfaction,TheSatisfactionWithLifeScale,Q46months,Ch06M,DD,Mother,"",""
1310,Agree disagree statements live life change,Q04,Do you agree or disagree with the following statements,If i could live my life over i would change almost nothing,Strongly disagree;Disagree;Slightly disagree;Neither agree nor disagree;Slightly agree;Agree;Strongly agree,DD804,Mother,SWLS,"",SWLS05,Life satisfaction,TheSatisfactionWithLifeScale,Q46months,Ch06M,DD,Mother,"",""
1311,Experienced feelings week blamed unnecessarily wrong,Q04,Have you experienced any of the following feelings during the last week,Have blamed yourself unnecessarily when things went wrong,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD827,Mother,EPDS,"",EPDS01,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1312,Experienced feelings week anxious worried reason,Q04,Have you experienced any of the following feelings during the last week,Have been anxious or worried for no good reason,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD828,Mother,EPDS,"",EPDS02,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1313,Experienced feelings week scared panicky reason,Q04,Have you experienced any of the following feelings during the last week,Have felt scared or panicky for no very good reason,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD829,Mother,EPDS,"",EPDS03,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1314,Experienced feelings week unhappy difficulty sleeping,Q04,Have you experienced any of the following feelings during the last week,Have been so unhappy that you have had difficulty sleeping,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD830,Mother,EPDS,"",EPDS04,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1315,Experienced feelings week sad miserable,Q04,Have you experienced any of the following feelings during the last week,Have felt sad or miserable,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD831,Mother,EPDS,"",EPDS05,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1316,Experienced feelings week unhappy crying,Q04,Have you experienced any of the following feelings during the last week,Have been so unhappy that you have been crying,Yes most of the time;Yes some of the time;Not very often;Yes very often,DD832,Mother,EPDS,"",EPDS06,Emotion,EdinburghPostnatalDepressionScale,Q46months,Ch06M,DD,Mother,During the last week,""
1317,Feel positive attitude,Q04,How do you feel about yourself,I have a positive attitude toward myself,Strongly agree;Agree;Disagree;Strongly disagree,DD833,Mother,RSES,"",RSES01,Self esteem,TheRosenbergSelfEsteemScale,Q46months,Ch06M,DD,Mother,"",""
1318,Feel feel completely useless times,Q04,How do you feel about yourself,I feel completely useless at times,Strongly agree;Agree;Disagree;Strongly disagree,DD834,Mother,RSES,"",RSES02,Self esteem,TheRosenbergSelfEsteemScale,Q46months,Ch06M,DD,Mother,"",""
1319,Feel feel proud,Q04,How do you feel about yourself,I feel that i do not have much to be proud about,Strongly agree;Agree;Disagree;Strongly disagree,DD835,Mother,RSES,"",RSES03,Self esteem,TheRosenbergSelfEsteemScale,Q46months,Ch06M,DD,Mother,"",""
1320,Feel feel valuable person,Q04,How do you feel about yourself,I feel that i am a valuable person as good as anyone else,Strongly agree;Agree;Disagree;Strongly disagree,DD836,Mother,RSES,"",RSES04,Self esteem,TheRosenbergSelfEsteemScale,Q46months,Ch06M,DD,Mother,"",""
1321,Bothered weeks feeling fearful,Q04,Have you been bothered by any of the following during the last two weeks,Feeling fearful,Not bothered;A little bothered;Quite bothered;Very bothered,DD837,Mother,SCL,"",SCL01,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1323,Bothered weeks nervousness shakiness inside,Q04,Have you been bothered by any of the following during the last two weeks,Nervousness or shakiness inside,Not bothered;A little bothered;Quite bothered;Very bothered,DD838,Mother,SCL,"",SCL02,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1325,Bothered weeks feeling hopeless future,Q04,Have you been bothered by any of the following during the last two weeks,Feeling hopeless about the future,Not bothered;A little bothered;Quite bothered;Very bothered,DD839,Mother,SCL,"",SCL03,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1327,Bothered weeks feeling blue,Q04,Have you been bothered by any of the following during the last two weeks,Feeling blue,Not bothered;A little bothered;Quite bothered;Very bothered,DD840,Mother,SCL,"",SCL04,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1329,Bothered weeks worrying,Q04,Have you been bothered by any of the following during the last two weeks,Worrying too much about things,Not bothered;A little bothered;Quite bothered;Very bothered,DD841,Mother,SCL,"",SCL05,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1331,Bothered weeks feeling effort,Q04,Have you been bothered by any of the following during the last two weeks,Feeling everything is an effort,Not bothered;A little bothered;Quite bothered;Very bothered,DD842,Mother,SCL,"",SCL06,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1333,Bothered weeks feeling tense keyed,Q04,Have you been bothered by any of the following during the last two weeks,Feeling tense or keyed up,Not bothered;A little bothered;Quite bothered;Very bothered,DD843,Mother,SCL,"",SCL07,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1335,Bothered weeks suddenly scared reason,Q04,Have you been bothered by any of the following during the last two weeks,Suddenly scared for no reason,Not bothered;A little bothered;Quite bothered;Very bothered,DD844,Mother,SCL,"",SCL08,Emotion,TheHopkinsSymptomsChecklist,Q46months,Ch06M,DD,Mother,Last two weeks,""
1474,Childs development child sounds words gestures sounds reaching toys objects,Q05,More about your childs development,Does your child use sounds or words together with gestures for example uses sounds when pointing or reaching towards toys or objects,Yes usually;Rarely;Not yet,EE874,Child,NVCC,"",NVCC,Language,NonVerbalCommunicationChecklist,Q518months,Ch18M,EE,Mother,"",""
1475,Childs development distant object surprised excited wowwhats head direction,Q05,More about your childs development,When you look at a distant object and surprised and excited say wowwhats that does he or she turn their head in the same direction as you,Yes usually;Rarely;Not yet,EE875,Child,NVCC,"",NVCC,Language,NonVerbalCommunicationChecklist,Q518months,Ch18M,EE,Mother,"",""
1476,Childs development enthusiastically ball other toy child toy 1 metre,Q05,More about your childs development,When you enthusiastically say where is the ball or other toy will your child point towards the toy even if it is more than 1 metre away,Yes usually;Rarely;Not yet,EE876,Child,NVCC,"",NVCC,Language,NonVerbalCommunicationChecklist,Q518months,Ch18M,EE,Mother,"",""
1477,Childs development child toys holding toy distance,Q05,More about your childs development,Does your child show you toys by looking at you and holding the toy up towards you from a distance just so you can look at it,Yes usually;Rarely;Not yet,EE988,Child,NVCC,"",NVCC,Language,NonVerbalCommunicationChecklist,Q518months,Ch18M,EE,Mother,"",""
1478,Extent statements apply childs behaviour month child cries easily,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child cries easily,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE416,Child,EAS,Emotionality,EAS01,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1479,Extent statements apply childs behaviour month child,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child is always on the go,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE417,Child,EAS,Activity,EAS02,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1480,Extent statements apply childs behaviour month child prefers playing,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child prefers playing with others rather than alone,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE418,Child,EAS,Sociability,EAS03,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1481,Extent statements apply childs behaviour month child running wakes morning,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child is off and running as soon as he or she wakes up in the morning,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE419,Child,EAS,Activity,EAS04,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1482,Extent statements apply childs behaviour month child sociable,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child is very sociable,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE420,Child,EAS,Shyness,EAS05,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1483,Extent statements apply childs behaviour month child takes time warm strangers,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child takes a long time to warm up to strangers,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE421,Child,EAS,Shyness,EAS06,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1484,Extent statements apply childs behaviour month child upset sad easily,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child gets upset or sad easily,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE422,Child,EAS,Emotionality,EAS07,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1485,Extent statements apply childs behaviour month child prefers quiet inactive games active,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child prefers quiet inactive games to more active ones,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE423,Child,EAS,Activity,EAS08,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
1486,Extent statements apply childs behaviour month child likes people,Q05,To what extent do the following statements apply to your childs behaviour during the last two month,Your child likes to be with people,Very typical;Quite typical;Neither-nor;Not so typical;Not at all typical,EE424,Child,EAS,Sociability,EAS09,Temperament,EmotionalityActivityandShynessTemperamentQuestionnaire,Q518months,Ch18M,EE,Mother,During the last two month,""
